Gene,GeneName,LRT_stat,stat_full,LRT_day2,LRT_day7,log2FoldChange,x_lrt,y_stat_full,panel_lineage
ENSG00000012061,ERCC1,8.31,4.08,0.01,2.3,0.84,8.31,4.08,ectoderm
ENSG00000012124,CD22,11.8,1.83,1.42,2.57,-0.92,11.8,1.83,ectoderm
ENSG00000012171,SEMA3B,7.53,0.9,1.5,4.35,-0.73,7.53,0.9,ectoderm
ENSG00000012174,MBTPS2,2.79,0.13,1.24,0.21,0.09,2.79,0.13,ectoderm
ENSG00000012211,PRICKLE3,1.87,2.5,0.53,0.0,-0.37,1.87,2.5,ectoderm
ENSG00000012223,LTF,0.0,0.01,0.0,0.0,2.85,0.0,0.01,ectoderm
ENSG00000012232,EXTL3,4.83,6.65,0.21,0.07,-0.36,4.83,6.65,ectoderm
ENSG00000012660,ELOVL5,4.19,0.26,2.07,1.68,0.45,4.19,0.26,ectoderm
ENSG00000012817,KDM5D,7.16,0.98,0.0,1.38,-1.02,7.16,0.98,ectoderm
ENSG00000012822,CALCOCO1,6.79,2.96,0.24,1.03,-0.72,6.79,2.96,ectoderm
ENSG00000012963,UBR7,2.64,4.0,1.7,1.25,1.14,2.64,4.0,ectoderm
ENSG00000012983,MAP4K5,21.93,5.69,6.95,0.0,1.94,21.93,5.69,ectoderm
ENSG00000013016,EHD3,3.03,1.81,4.25,0.26,-1.41,3.03,1.81,ectoderm
ENSG00000013275,PSMC4,18.45,1.91,1.38,1.72,2.56,18.45,1.91,ectoderm
ENSG00000013288,MAN2B2,10.34,4.33,0.0,1.29,-0.65,10.34,4.33,ectoderm
ENSG00000013293,SLC7A14,20.23,3.68,0.49,7.79,-1.04,20.23,3.68,ectoderm
ENSG00000013297,CLDN11,6.62,2.2,4.45,2.04,-1.27,6.62,2.2,ectoderm
ENSG00000013306,SLC25A39,5.83,4.19,1.15,2.79,1.21,5.83,4.19,ectoderm
ENSG00000013364,MVP,3.74,5.52,0.56,9.59,-0.36,3.74,5.52,ectoderm
ENSG00000013374,NUB1,5.71,1.99,0.66,2.16,-0.09,5.71,1.99,ectoderm
ENSG00000013375,PGM3,18.33,2.96,0.17,5.77,-0.77,18.33,2.96,ectoderm
ENSG00000013392,RWDD2A,13.84,1.61,1.74,0.82,-1.65,13.84,1.61,ectoderm
ENSG00000013441,CLK1,3.41,4.34,0.16,0.15,0.85,3.41,4.34,ectoderm
ENSG00000013503,POLR3B,3.43,1.85,0.31,0.12,-0.39,3.43,1.85,ectoderm
ENSG00000013523,ANGEL1,12.31,8.81,4.71,4.56,-1.26,12.31,8.81,ectoderm
ENSG00000013561,RNF14,25.09,3.4,2.2,2.46,-0.86,25.09,3.4,ectoderm
ENSG00000013563,DNASE1L1,4.58,8.05,0.0,0.86,1.5,4.58,8.05,ectoderm
ENSG00000013573,DDX11,11.26,3.94,2.29,3.69,-1.74,11.26,3.94,ectoderm
ENSG00000013583,HEBP1,7.19,1.24,1.44,7.58,2.07,7.19,1.24,ectoderm
ENSG00000013588,GPRC5A,1.73,9.66,5.17,1.0,0.08,1.73,9.66,ectoderm
ENSG00000013619,MAMLD1,3.46,0.65,0.0,0.16,1.94,3.46,0.65,ectoderm
ENSG00000013725,CD6,2.9,0.9,0.0,0.68,-0.38,2.9,0.9,ectoderm
ENSG00000013810,TACC3,4.82,4.98,3.53,0.33,0.8,4.82,4.98,ectoderm
ENSG00000014123,UFL1,0.89,2.48,1.81,0.43,-0.38,0.89,2.48,ectoderm
ENSG00000014138,POLA2,13.5,5.77,0.08,5.3,-0.69,13.5,5.77,ectoderm
ENSG00000014164,ZC3H3,4.36,2.32,0.1,0.36,1.34,4.36,2.32,ectoderm
ENSG00000014216,CAPN1,0.47,2.54,4.22,0.16,-0.07,0.47,2.54,ectoderm
ENSG00000014257,ACP3,0.0,0.08,0.01,0.0,2.21,0.0,0.08,ectoderm
ENSG00000014641,MDH1,9.03,9.92,2.14,2.79,1.56,9.03,9.92,ectoderm
ENSG00000014824,SLC30A9,13.28,0.54,0.12,2.35,2.56,13.28,0.54,ectoderm
ENSG00000014919,COX15,5.3,7.28,0.0,1.33,0.81,5.3,7.28,ectoderm
ENSG00000015133,CCDC88C,4.54,2.49,0.34,0.05,0.92,4.54,2.49,ectoderm
ENSG00000015153,YAF2,3.87,2.7,3.05,1.05,0.44,3.87,2.7,ectoderm
ENSG00000015171,ZMYND11,16.82,7.66,0.24,12.14,1.77,16.82,7.66,ectoderm
ENSG00000015285,WAS,8.58,10.7,1.31,0.38,1.21,8.58,10.7,ectoderm
ENSG00000015413,DPEP1,4.38,2.77,0.56,0.0,2.77,4.38,2.77,ectoderm
ENSG00000015475,BID,7.5,5.13,0.22,0.13,0.45,7.5,5.13,ectoderm
ENSG00000015479,MATR3,27.51,2.42,1.04,6.31,1.33,27.51,2.42,ectoderm
ENSG00000015532,XYLT2,12.06,5.33,0.82,1.04,-0.43,12.06,5.33,ectoderm
ENSG00000015568,RGPD5,35.61,5.59,4.07,3.62,-1.76,35.61,5.59,ectoderm
ENSG00000015676,NUDCD3,10.96,0.35,0.34,1.62,2.08,10.96,0.35,ectoderm
ENSG00000016082,ISL1,1.21,2.92,2.09,0.0,-0.94,1.21,2.92,ectoderm
ENSG00000016391,CHDH,3.54,9.19,0.0,0.01,0.47,3.54,9.19,ectoderm
ENSG00000016402,IL20RA,0.0,0.07,0.08,0.0,2.06,0.0,0.07,ectoderm
ENSG00000016490,CLCA1,0.0,0.27,0.0,0.0,2.6,0.0,0.27,ectoderm
ENSG00000017260,ATP2C1,4.94,1.46,0.7,0.0,2.12,4.94,1.46,ectoderm
ENSG00000017427,IGF1,21.89,5.36,0.83,2.08,-1.51,21.89,5.36,ectoderm
ENSG00000017483,SLC38A5,0.36,3.97,3.45,0.07,0.28,0.36,3.97,ectoderm
ENSG00000017797,RALBP1,8.56,9.5,0.4,1.45,0.68,8.56,9.5,ectoderm
ENSG00000018189,RUFY3,2.59,1.34,0.38,1.0,0.4,2.59,1.34,ectoderm
ENSG00000018280,SLC11A1,35.34,2.12,0.65,8.09,-1.15,35.34,2.12,ectoderm
ENSG00000018408,WWTR1,48.99,3.72,2.81,5.83,-1.54,48.99,3.72,ectoderm
ENSG00000018510,AGPS,15.87,6.37,0.0,2.24,-0.74,15.87,6.37,ectoderm
ENSG00000018610,STEEP1,4.15,5.78,0.44,0.03,-0.17,4.15,5.78,ectoderm
ENSG00000018625,ATP1A2,59.43,3.75,16.62,1.88,2.9,59.43,3.75,ectoderm
ENSG00000018699,TTC27,17.06,4.45,1.1,4.59,-1.29,17.06,4.45,ectoderm
ENSG00000018869,ZNF582,2.7,0.08,0.07,0.0,2.53,2.7,0.08,ectoderm
ENSG00000019102,VSIG2,4.37,0.25,0.98,0.0,4.08,4.37,0.25,ectoderm
ENSG00000019144,PHLDB1,3.1,1.67,2.36,0.44,-0.27,3.1,1.67,ectoderm
ENSG00000019169,MARCO,5.06,0.19,0.0,0.46,4.53,5.06,0.19,ectoderm
ENSG00000019485,PRDM11,1.47,0.16,0.35,0.04,0.7,1.47,0.16,ectoderm
ENSG00000019505,SYT13,10.05,5.85,0.1,0.02,0.98,10.05,5.85,ectoderm
ENSG00000019549,SNAI2,6.13,0.65,2.68,0.0,-3.11,6.13,0.65,ectoderm
ENSG00000019582,CD74,41.6,5.49,1.16,12.49,-1.83,41.6,5.49,ectoderm
ENSG00000019995,ZRANB1,8.77,4.71,0.14,1.77,1.95,8.77,4.71,ectoderm
ENSG00000020129,NCDN,3.72,2.21,1.43,0.01,-1.07,3.72,2.21,ectoderm
ENSG00000020181,ADGRA2,4.68,6.34,0.29,0.83,-1.28,4.68,6.34,ectoderm
ENSG00000020256,ZFP64,1.68,10.53,4.26,0.69,0.31,1.68,10.53,ectoderm
ENSG00000020426,MNAT1,17.3,1.19,1.08,6.97,3.24,17.3,1.19,ectoderm
ENSG00000020577,SAMD4A,15.88,8.45,0.1,2.82,1.91,15.88,8.45,ectoderm
ENSG00000020633,RUNX3,4.32,2.89,3.5,0.22,-1.27,4.32,2.89,ectoderm
ENSG00000020922,MRE11,3.01,4.85,0.49,3.13,-0.11,3.01,4.85,ectoderm
ENSG00000021300,PLEKHB1,8.9,2.08,0.12,0.06,2.54,8.9,2.08,ectoderm
ENSG00000021355,SERPINB1,14.63,6.88,0.62,7.61,-0.72,14.63,6.88,ectoderm
ENSG00000021461,CYP3A43,2.37,6.82,0.06,1.33,0.16,2.37,6.82,ectoderm
ENSG00000021488,SLC7A9,0.0,0.07,0.2,0.05,0.43,0.0,0.07,ectoderm
ENSG00000021574,SPAST,9.43,3.3,2.3,0.6,-0.51,9.43,3.3,ectoderm
ENSG00000021645,NRXN3,17.33,2.33,1.13,7.45,-0.92,17.33,2.33,ectoderm
ENSG00000021762,OSBPL5,4.13,2.88,0.04,0.0,1.45,4.13,2.88,ectoderm
ENSG00000021776,AQR,6.49,11.89,0.19,1.48,-0.57,6.49,11.89,ectoderm
ENSG00000021826,CPS1,9.05,5.03,0.18,1.83,-0.57,9.05,5.03,ectoderm
ENSG00000022267,FHL1,2.37,1.32,0.0,0.63,0.7,2.37,1.32,ectoderm
ENSG00000022277,RTF2,3.78,2.57,0.04,8.58,1.0,3.78,2.57,ectoderm
ENSG00000022355,GABRA1,0.0,0.09,0.15,0.0,1.75,0.0,0.09,ectoderm
ENSG00000022556,NLRP2,12.11,0.61,0.12,0.0,2.3,12.11,0.61,ectoderm
ENSG00000022567,SLC45A4,0.0,3.41,0.86,0.17,0.15,0.0,3.41,ectoderm
ENSG00000022840,RNF10,16.89,11.19,5.87,0.86,1.54,16.89,11.19,ectoderm
ENSG00000022976,ZNF839,8.44,0.03,1.27,2.74,-0.8,8.44,0.03,ectoderm
ENSG00000023041,ZDHHC6,31.26,7.07,0.84,21.16,-1.11,31.26,7.07,ectoderm
ENSG00000023171,GRAMD1B,11.19,0.72,4.09,0.88,-0.98,11.19,0.72,ectoderm
ENSG00000023191,RNH1,3.11,2.93,1.29,0.0,-0.3,3.11,2.93,ectoderm
ENSG00000023228,NDUFS1,6.3,4.38,0.01,1.17,-0.21,6.3,4.38,ectoderm
ENSG00000023287,RB1CC1,6.8,2.46,0.15,2.91,2.19,6.8,2.46,ectoderm
ENSG00000023318,ERP44,3.02,1.43,0.5,1.26,-0.31,3.02,1.43,ectoderm
ENSG00000023330,ALAS1,0.0,0.02,0.14,0.0,1.05,0.0,0.02,ectoderm
ENSG00000023445,BIRC3,0.0,0.1,0.01,0.02,1.0,0.0,0.1,ectoderm
ENSG00000023516,AKAP11,3.82,0.84,0.0,0.06,1.73,3.82,0.84,ectoderm
ENSG00000023572,GLRX2,3.7,3.83,0.04,0.07,0.94,3.7,3.83,ectoderm
ENSG00000023608,SNAPC1,13.43,1.99,0.97,3.0,1.67,13.43,1.99,ectoderm
ENSG00000023697,DERA,0.0,0.78,0.35,0.25,0.29,0.0,0.78,ectoderm
ENSG00000023734,STRAP,3.74,1.89,0.6,0.48,1.05,3.74,1.89,ectoderm
ENSG00000023839,ABCC2,0.0,0.02,0.05,0.08,-0.13,0.0,0.02,ectoderm
ENSG00000023892,DEF6,9.88,10.32,0.17,7.27,-0.9,9.88,10.32,ectoderm
ENSG00000023902,PLEKHO1,8.81,2.0,0.22,4.74,1.87,8.81,2.0,ectoderm
ENSG00000023909,GCLM,2.31,5.37,0.03,2.02,0.24,2.31,5.37,ectoderm
ENSG00000024048,UBR2,8.23,2.76,1.19,0.86,-0.97,8.23,2.76,ectoderm
ENSG00000024422,EHD2,21.77,6.12,0.53,4.23,-1.21,21.77,6.12,ectoderm
ENSG00000024526,DEPDC1,5.9,1.76,0.48,0.4,2.29,5.9,1.76,ectoderm
ENSG00000024862,CCDC28A,20.19,0.31,1.39,1.56,4.32,20.19,0.31,ectoderm
ENSG00000025156,HSF2,0.0,1.65,1.06,3.77,-0.14,0.0,1.65,ectoderm
ENSG00000025293,PHF20,12.31,5.86,0.31,18.12,1.33,12.31,5.86,ectoderm
ENSG00000025434,NR1H3,15.6,1.57,0.29,4.94,3.45,15.6,1.57,ectoderm
ENSG00000025708,TYMP,2.55,11.04,0.0,0.1,0.51,2.55,11.04,ectoderm
ENSG00000025770,NCAPH2,18.6,0.19,0.21,1.62,1.92,18.6,0.19,ectoderm
ENSG00000025772,TOMM34,9.62,6.08,1.45,5.75,2.32,9.62,6.08,ectoderm
ENSG00000025796,SEC63,5.47,5.02,0.85,0.01,0.13,5.47,5.02,ectoderm
ENSG00000025800,KPNA6,8.64,5.01,0.01,4.94,0.83,8.64,5.01,ectoderm
ENSG00000026025,VIM,2.9,7.27,0.68,2.61,0.64,2.9,7.27,ectoderm
ENSG00000026036,RTEL1-TNFRSF6B,6.88,0.94,0.61,0.0,1.93,6.88,0.94,ectoderm
ENSG00000026103,FAS,2.45,2.96,0.01,0.14,-0.0,2.45,2.96,ectoderm
ENSG00000026297,RNASET2,36.98,4.15,2.03,8.95,-1.37,36.98,4.15,ectoderm
ENSG00000026508,CD44,2.76,0.6,0.38,0.0,1.44,2.76,0.6,ectoderm
ENSG00000026559,KCNG1,3.59,2.8,1.21,2.36,-0.15,3.59,2.8,ectoderm
ENSG00000026652,AGPAT4,15.85,4.88,2.76,0.21,2.26,15.85,4.88,ectoderm
ENSG00000026751,SLAMF7,6.38,4.22,0.02,2.42,-0.75,6.38,4.22,ectoderm
ENSG00000026950,BTN3A1,2.77,1.67,1.02,2.83,0.58,2.77,1.67,ectoderm
ENSG00000027001,MIPEP,6.81,0.44,0.0,0.0,4.36,6.81,0.44,ectoderm
ENSG00000027075,PRKCH,3.06,0.2,0.37,0.0,3.13,3.06,0.2,ectoderm
ENSG00000027697,IFNGR1,0.0,0.27,0.06,0.0,1.58,0.0,0.27,ectoderm
ENSG00000027847,B4GALT7,0.87,1.12,0.04,0.77,0.26,0.87,1.12,ectoderm
ENSG00000027869,SH2D2A,0.0,5.71,1.71,1.85,-0.19,0.0,5.71,ectoderm
ENSG00000028116,VRK2,4.19,2.5,1.1,0.11,1.26,4.19,2.5,ectoderm
ENSG00000028137,TNFRSF1B,3.63,1.41,1.81,5.15,-0.52,3.63,1.41,ectoderm
ENSG00000028203,VEZT,18.61,5.6,0.31,1.2,-0.91,18.61,5.6,ectoderm
ENSG00000028277,POU2F2,4.35,5.34,0.51,1.05,1.2,4.35,5.34,ectoderm
ENSG00000028310,BRD9,5.2,5.1,0.1,4.03,1.12,5.2,5.1,ectoderm
ENSG00000028528,SNX1,6.66,3.78,0.65,2.79,-0.31,6.66,3.78,ectoderm
ENSG00000028839,TBPL1,4.9,3.31,0.63,11.07,1.33,4.9,3.31,ectoderm
ENSG00000029153,ARNTL2,2.19,1.96,0.05,1.12,-0.0,2.19,1.96,ectoderm
ENSG00000029364,SLC39A9,3.66,0.03,0.06,0.0,2.53,3.66,0.03,ectoderm
ENSG00000029559,IBSP,0.0,0.11,0.06,0.0,3.21,0.0,0.11,ectoderm
ENSG00000029639,TFB1M,5.34,6.6,3.09,0.0,1.16,5.34,6.6,ectoderm
ENSG00000029725,RABEP1,7.62,0.23,2.23,0.89,2.17,7.62,0.23,ectoderm
ENSG00000029993,HMGB3,5.91,6.35,0.01,21.35,1.41,5.91,6.35,ectoderm
ENSG00000030066,NUP160,3.49,3.52,2.22,0.15,-0.58,3.49,3.52,ectoderm
ENSG00000030110,BAK1,10.83,2.57,0.27,16.42,2.16,10.83,2.57,ectoderm
ENSG00000030419,IKZF2,4.3,0.93,0.0,1.05,2.74,4.3,0.93,ectoderm
ENSG00000030582,GRN,14.57,0.15,0.88,1.51,2.98,14.57,0.15,ectoderm
ENSG00000031003,FAM13B,7.24,1.01,0.0,0.45,2.54,7.24,1.01,ectoderm
ENSG00000031081,ARHGAP31,3.19,0.93,2.44,0.1,-0.73,3.19,0.93,ectoderm
ENSG00000031691,CENPQ,2.44,0.68,0.06,0.42,2.42,2.44,0.68,ectoderm
ENSG00000031698,SARS1,3.45,5.6,0.08,6.68,0.88,3.45,5.6,ectoderm
ENSG00000031823,RANBP3,5.38,9.93,0.05,0.22,1.0,5.38,9.93,ectoderm
ENSG00000032219,ARID4A,6.27,0.21,0.0,0.58,2.27,6.27,0.21,ectoderm
ENSG00000032389,EIPR1,10.2,1.42,0.01,0.94,2.59,10.2,1.42,ectoderm
ENSG00000032444,PNPLA6,15.38,6.52,0.14,4.25,2.99,15.38,6.52,ectoderm
ENSG00000032742,IFT88,6.97,12.65,0.37,1.43,-0.71,6.97,12.65,ectoderm
ENSG00000033011,ALG1,11.16,4.16,0.08,0.93,-0.65,11.16,4.16,ectoderm
ENSG00000033030,ZCCHC8,35.18,1.04,2.25,6.43,-1.16,35.18,1.04,ectoderm
ENSG00000033050,ABCF2,6.0,3.71,0.07,8.82,1.21,6.0,3.71,ectoderm
ENSG00000033100,CHPF2,5.96,1.07,0.77,0.0,2.46,5.96,1.07,ectoderm
ENSG00000033122,LRRC7,17.42,4.4,0.25,3.18,-0.72,17.42,4.4,ectoderm
ENSG00000033170,FUT8,37.15,4.33,3.41,3.15,-1.06,37.15,4.33,ectoderm
ENSG00000033178,UBA6,1.62,4.03,2.78,0.02,0.6,1.62,4.03,ectoderm
ENSG00000033327,GAB2,9.59,7.41,0.02,2.94,2.18,9.59,7.41,ectoderm
ENSG00000033627,ATP6V0A1,13.44,4.64,0.12,6.29,-0.85,13.44,4.64,ectoderm
ENSG00000033800,PIAS1,10.92,4.08,0.01,4.52,2.27,10.92,4.08,ectoderm
ENSG00000033867,SLC4A7,2.79,1.93,0.3,0.03,1.08,2.79,1.93,ectoderm
ENSG00000034053,APBA2,9.62,4.32,0.15,2.15,-0.69,9.62,4.32,ectoderm
ENSG00000034152,MAP2K3,7.14,5.2,0.09,2.39,1.46,7.14,5.2,ectoderm
ENSG00000034239,CLXN,5.63,0.02,0.0,0.0,3.59,5.63,0.02,ectoderm
ENSG00000034510,TMSB10,19.5,2.25,0.96,13.63,2.56,19.5,2.25,ectoderm
ENSG00000034533,ASTE1,0.0,0.26,0.08,0.0,0.53,0.0,0.26,ectoderm
ENSG00000034677,RNF19A,2.09,1.84,0.8,0.09,-0.77,2.09,1.84,ectoderm
ENSG00000034693,PEX3,0.0,1.13,0.44,0.61,2.16,0.0,1.13,ectoderm
ENSG00000034713,GABARAPL2,17.21,6.6,3.2,1.34,1.88,17.21,6.6,ectoderm
ENSG00000034971,MYOC,2.24,0.3,0.0,0.0,2.68,2.24,0.3,ectoderm
ENSG00000035115,SH3YL1,7.55,9.71,0.82,1.32,-0.66,7.55,9.71,ectoderm
ENSG00000035141,FAM136A,28.62,3.51,1.51,20.65,3.59,28.62,3.51,ectoderm
ENSG00000035403,VCL,22.75,5.5,0.52,0.88,0.63,22.75,5.5,ectoderm
ENSG00000035499,DEPDC1B,1.12,1.71,1.06,0.54,0.43,1.12,1.71,ectoderm
ENSG00000035664,DAPK2,22.51,4.21,0.35,5.96,-1.12,22.51,4.21,ectoderm
ENSG00000035681,NSMAF,2.27,4.13,2.41,0.29,-0.76,2.27,4.13,ectoderm
ENSG00000035687,ADSS2,4.0,0.44,0.42,0.0,2.2,4.0,0.44,ectoderm
ENSG00000035862,TIMP2,23.86,2.33,1.73,4.58,2.89,23.86,2.33,ectoderm
ENSG00000035928,RFC1,16.96,0.5,0.13,1.95,1.7,16.96,0.5,ectoderm
ENSG00000036054,TBC1D23,4.44,0.17,0.07,0.0,2.82,4.44,0.17,ectoderm
ENSG00000036257,CUL3,11.14,2.7,1.88,0.38,3.89,11.14,2.7,ectoderm
ENSG00000036448,MYOM2,0.0,0.1,0.12,0.0,1.95,0.0,0.1,ectoderm
ENSG00000036530,CYP46A1,23.43,5.36,0.39,7.92,-1.23,23.43,5.36,ectoderm
ENSG00000036549,ZZZ3,7.53,4.22,0.45,1.18,0.74,7.53,4.22,ectoderm
ENSG00000036565,SLC18A1,0.0,0.1,0.0,0.01,2.98,0.0,0.1,ectoderm
ENSG00000036672,USP2,2.37,0.34,0.0,0.0,2.4,2.37,0.34,ectoderm
ENSG00000036828,CASR,9.94,1.82,0.05,0.78,1.09,9.94,1.82,ectoderm
ENSG00000037042,TUBG2,7.11,0.44,0.02,0.44,2.91,7.11,0.44,ectoderm
ENSG00000037241,RPL26L1,6.95,1.69,0.0,3.07,1.91,6.95,1.69,ectoderm
ENSG00000037474,NSUN2,9.58,5.82,3.19,1.34,-0.89,9.58,5.82,ectoderm
ENSG00000037637,FBXO42,4.52,4.3,3.3,0.02,0.64,4.52,4.3,ectoderm
ENSG00000037749,MFAP3,2.37,7.56,0.09,0.4,-0.26,2.37,7.56,ectoderm
ENSG00000037757,MRI1,27.95,4.02,2.78,5.16,-1.21,27.95,4.02,ectoderm
ENSG00000037897,METTL1,7.43,3.19,0.72,0.72,2.39,7.43,3.19,ectoderm
ENSG00000037965,HOXC8,6.16,0.0,0.85,0.0,-3.16,6.16,0.0,ectoderm
ENSG00000038002,AGA,0.0,0.94,0.0,0.0,2.06,0.0,0.94,ectoderm
ENSG00000038210,PI4K2B,0.0,0.26,3.26,0.0,2.47,0.0,0.26,ectoderm
ENSG00000038219,BOD1L1,14.27,4.08,0.13,0.82,-0.85,14.27,4.08,ectoderm
ENSG00000038274,MAT2B,5.61,3.34,0.62,1.62,1.07,5.61,3.34,ectoderm
ENSG00000038295,TLL1,0.0,0.08,0.15,0.16,3.11,0.0,0.08,ectoderm
ENSG00000038358,EDC4,5.38,3.7,1.05,0.14,2.32,5.38,3.7,ectoderm
ENSG00000038382,TRIO,16.79,2.89,0.02,0.54,3.5,16.79,2.89,ectoderm
ENSG00000038427,VCAN,3.9,1.04,1.49,0.0,1.32,3.9,1.04,ectoderm
ENSG00000038532,CLEC16A,12.95,3.28,1.56,5.39,0.12,12.95,3.28,ectoderm
ENSG00000038945,MSR1,0.0,0.01,0.0,0.0,1.83,0.0,0.01,ectoderm
ENSG00000039068,CDH1,7.17,4.32,3.43,0.49,-0.89,7.17,4.32,ectoderm
ENSG00000039123,MTREX,5.55,0.91,0.6,1.19,-0.31,5.55,0.91,ectoderm
ENSG00000039139,DNAH5,2.55,1.63,0.0,1.27,-0.32,2.55,1.63,ectoderm
ENSG00000039319,ZFYVE16,7.46,4.05,0.02,0.17,-0.34,7.46,4.05,ectoderm
ENSG00000039523,RIPOR1,13.78,4.16,1.78,0.15,3.37,13.78,4.16,ectoderm
ENSG00000039537,C6,0.0,0.01,0.0,0.0,2.87,0.0,0.01,ectoderm
ENSG00000039560,RAI14,3.89,0.48,0.0,4.27,0.93,3.89,0.48,ectoderm
ENSG00000039650,PNKP,9.24,6.27,1.47,0.07,1.84,9.24,6.27,ectoderm
ENSG00000039987,BEST2,0.72,0.23,0.0,0.0,1.64,0.72,0.23,ectoderm
ENSG00000040199,PHLPP2,10.37,5.83,0.25,0.09,1.39,10.37,5.83,ectoderm
ENSG00000040275,SPDL1,0.75,3.69,1.34,3.65,0.16,0.75,3.69,ectoderm
ENSG00000040341,STAU2,2.3,7.86,0.15,0.0,0.3,2.3,7.86,ectoderm
ENSG00000040487,SLC66A1,4.66,1.39,6.36,0.06,0.53,4.66,1.39,ectoderm
ENSG00000040531,CTNS,4.99,3.97,0.37,0.18,-0.2,4.99,3.97,ectoderm
ENSG00000040608,RTN4R,3.92,0.24,0.0,0.12,1.73,3.92,0.24,ectoderm
ENSG00000040633,PHF23,8.62,0.23,0.03,3.89,2.64,8.62,0.23,ectoderm
ENSG00000040731,CDH10,0.0,0.12,0.0,0.05,2.77,0.0,0.12,ectoderm
ENSG00000040933,INPP4A,12.62,0.66,0.32,0.0,2.56,12.62,0.66,ectoderm
ENSG00000041357,PSMA4,15.12,3.54,0.71,35.21,2.62,15.12,3.54,ectoderm
ENSG00000041515,MYO16,4.54,0.19,0.01,0.58,3.98,4.54,0.19,ectoderm
ENSG00000041802,LSG1,1.68,2.54,1.95,1.84,0.2,1.68,2.54,ectoderm
ENSG00000041880,PARP3,0.0,0.48,0.66,0.03,1.03,0.0,0.48,ectoderm
ENSG00000041982,TNC,8.95,2.08,0.0,0.8,2.69,8.95,2.08,ectoderm
ENSG00000041988,THAP3,11.65,4.03,0.4,1.04,2.64,11.65,4.03,ectoderm
ENSG00000042062,RIPOR3,1.39,5.57,0.22,0.51,-0.02,1.39,5.57,ectoderm
ENSG00000042088,TDP1,2.58,4.7,1.78,0.0,1.2,2.58,4.7,ectoderm
ENSG00000042286,AIFM2,24.69,3.29,2.28,2.45,-2.15,24.69,3.29,ectoderm
ENSG00000042317,SPATA7,9.11,1.64,0.0,1.9,2.49,9.11,1.64,ectoderm
ENSG00000042429,MED17,13.27,1.59,0.12,10.11,-0.95,13.27,1.59,ectoderm
ENSG00000042445,RETSAT,3.56,0.43,0.19,0.0,2.15,3.56,0.43,ectoderm
ENSG00000042753,AP2S1,21.65,3.31,2.36,26.98,3.25,21.65,3.31,ectoderm
ENSG00000042781,USH2A,0.0,0.01,0.64,0.0,1.7,0.0,0.01,ectoderm
ENSG00000042832,TG,0.0,0.08,0.0,0.0,0.91,0.0,0.08,ectoderm
ENSG00000042980,ADAM28,0.0,0.1,0.0,0.0,3.25,0.0,0.1,ectoderm
ENSG00000043039,BARX2,7.17,11.77,1.38,0.19,-0.7,7.17,11.77,ectoderm
ENSG00000043093,DCUN1D1,17.98,4.34,1.63,2.44,1.84,17.98,4.34,ectoderm
ENSG00000043143,JADE2,15.63,11.16,0.71,0.0,1.78,15.63,11.16,ectoderm
ENSG00000043462,LCP2,5.57,0.42,1.46,0.0,4.31,5.57,0.42,ectoderm
ENSG00000043514,TRIT1,0.0,1.41,0.3,0.34,1.03,0.0,1.41,ectoderm
ENSG00000044012,GUCA2B,6.11,0.44,0.0,0.0,4.94,6.11,0.44,ectoderm
ENSG00000044090,CUL7,10.26,5.22,0.66,2.16,2.69,10.26,5.22,ectoderm
ENSG00000044115,CTNNA1,6.91,2.7,0.78,3.58,1.88,6.91,2.7,ectoderm
ENSG00000044446,PHKA2,6.77,1.83,0.9,0.05,0.34,6.77,1.83,ectoderm
ENSG00000044459,CNTLN,10.14,7.0,2.32,0.26,1.03,10.14,7.0,ectoderm
ENSG00000044524,EPHA3,6.27,3.04,0.0,0.06,2.38,6.27,3.04,ectoderm
ENSG00000044574,HSPA5,7.85,4.21,0.01,11.39,0.87,7.85,4.21,ectoderm
ENSG00000046604,DSG2,5.41,6.08,0.4,2.32,-0.46,5.41,6.08,ectoderm
ENSG00000046647,GEMIN8,16.28,4.31,2.01,3.86,-0.89,16.28,4.31,ectoderm
ENSG00000046651,OFD1,27.33,5.96,2.94,5.63,-1.6,27.33,5.96,ectoderm
ENSG00000046653,GPM6B,6.3,5.29,0.05,0.02,2.51,6.3,5.29,ectoderm
ENSG00000046774,MAGEC2,0.0,0.27,0.01,0.0,2.9,0.0,0.27,ectoderm
ENSG00000046889,PREX2,1.45,12.6,1.06,0.83,0.27,1.45,12.6,ectoderm
ENSG00000047056,WDR37,3.88,13.63,0.0,0.16,-0.3,3.88,13.63,ectoderm
ENSG00000047188,YTHDC2,7.01,1.55,0.33,2.95,-0.86,7.01,1.55,ectoderm
ENSG00000047230,CTPS2,9.6,0.71,0.13,0.68,3.01,9.6,0.71,ectoderm
ENSG00000047249,ATP6V1H,0.0,0.6,0.28,0.05,0.18,0.0,0.6,ectoderm
ENSG00000047315,POLR2B,7.49,2.67,0.75,0.65,1.45,7.49,2.67,ectoderm
ENSG00000047346,FAM214A,3.11,0.14,0.06,0.0,2.59,3.11,0.14,ectoderm
ENSG00000047365,ARAP2,0.0,0.05,0.0,0.03,1.14,0.0,0.05,ectoderm
ENSG00000047410,TPR,0.66,6.4,1.13,2.06,0.03,0.66,6.4,ectoderm
ENSG00000047457,CP,0.0,0.24,0.01,0.0,2.6,0.0,0.24,ectoderm
